Pfam	Header
PF00116	O47672|reviewed|Cytochrome c oxidase subunit 2|taxID:9620
PF00116	O47673|reviewed|Cytochrome c oxidase subunit 2|taxID:68732
PF00116	O47674|reviewed|Cytochrome c oxidase subunit 2|taxID:9622
PF00116	O47675|reviewed|Cytochrome c oxidase subunit 2|taxID:34880
PF00116	O47676|reviewed|Cytochrome c oxidase subunit 2|taxID:68736
PF00116	O47677|reviewed|Cytochrome c oxidase subunit 2|taxID:425201
PF00116	O47678|reviewed|Cytochrome c oxidase subunit 2|taxID:68739
PF00116	O47679|reviewed|Cytochrome c oxidase subunit 2|taxID:68741
PF00116	O47680|reviewed|Cytochrome c oxidase subunit 2|taxID:9630
PF00116	O47681|reviewed|Cytochrome c oxidase subunit 2|taxID:9627
PF00116	O47870|reviewed|Cytochrome c oxidase subunit 2|taxID:8496
PF00116	O48267|reviewed|Cytochrome c oxidase subunit 2|taxID:68737
PF00116	O48276|reviewed|Cytochrome c oxidase subunit 2|taxID:55040
PF00116	O78682|reviewed|Cytochrome c oxidase subunit 2|taxID:7957
PF00116	O78750|reviewed|Cytochrome c oxidase subunit 2|taxID:9940
PF00116	O79404|reviewed|Cytochrome c oxidase subunit 2|taxID:7830
PF00116	O79417|reviewed|Cytochrome c oxidase subunit 2|taxID:7740
PF00116	O79549|reviewed|Cytochrome c oxidase subunit 2|taxID:56549
PF00116	O79673|reviewed|Cytochrome c oxidase subunit 2|taxID:44522
PF00116	O99819|reviewed|Cytochrome c oxidase subunit 2|taxID:34632
PF00116	P00403|reviewed|Cytochrome c oxidase subunit 2|taxID:9606
PF00116	P00405|reviewed|Cytochrome c oxidase subunit 2|taxID:10090
PF00116	P00406|reviewed|Cytochrome c oxidase subunit 2|taxID:10116
PF00116	P00407|reviewed|Cytochrome c oxidase subunit 2|taxID:8355
PF00116	P00408|reviewed|Cytochrome c oxidase subunit 2|taxID:7227
PF00116	P00409|reviewed|Cytochrome c oxidase subunit 2|taxID:7245
PF00116	P00410|reviewed|Cytochrome c oxidase subunit 2|taxID:559292
PF00116	P00411|reviewed|Cytochrome c oxidase subunit 2|taxID:367110
PF00116	P00412|reviewed|Cytochrome c oxidase subunit 2|taxID:4577
PF00116	P00413|reviewed|Cytochrome c oxidase subunit 2|taxID:4565
PF00116	P04372|reviewed|Cytochrome c oxidase subunit 2|taxID:5702
PF00116	P04373|reviewed|Cytochrome c oxidase subunit 2|taxID:39947
PF00116	P05490|reviewed|Cytochrome c oxidase subunit 2|taxID:3950
PF00116	P05491|reviewed|Cytochrome c oxidase subunit 2|taxID:3847
PF00116	P06029|reviewed|Cytochrome c oxidase subunit 2|taxID:907340
PF00116	P08306|reviewed|Cytochrome c oxidase subunit 2|taxID:266
PF00116	P08744|reviewed|Cytochrome c oxidase subunit 2|taxID:3888
PF00116	P08748|reviewed|Cytochrome c oxidase subunit 2|taxID:5886
PF00116	P08749|reviewed|Cytochrome c oxidase subunit 2|taxID:5888
PF00116	P0ABJ1|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:83333
PF00116	P0ABJ2|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:199310
PF00116	P11948|reviewed|Cytochrome c oxidase subunit 2|taxID:9541
PF00116	P12701|reviewed|Cytochrome c oxidase subunit 2|taxID:7656
PF00116	P13588|reviewed|Cytochrome c oxidase subunit 2|taxID:162425
PF00116	P14545|reviewed|Cytochrome c oxidase subunit 2|taxID:5689
PF00116	P14573|reviewed|Cytochrome c oxidase subunit 2|taxID:7004
PF00116	P15545|reviewed|Cytochrome c oxidase subunit 2|taxID:7668
PF00116	P18944|reviewed|Cytochrome c oxidase subunit 2|taxID:9031
PF00116	P19573|reviewed|Nitrous-oxide reductase|taxID:316
PF00116	P20375|reviewed|Cytochrome c oxidase subunit 2|taxID:7469
PF00116	P20387|reviewed|Cytochrome c oxidase subunit 2|taxID:284590
PF00116	P20682|reviewed|Cytochrome c oxidase subunit 2|taxID:515849
PF00116	P21534|reviewed|Cytochrome c oxidase subunit 2|taxID:284812
PF00116	P24011|reviewed|Cytochrome c oxidase subunit 2|taxID:224308
PF00116	P24882|reviewed|Cytochrome c oxidase subunit 2|taxID:6253
PF00116	P24894|reviewed|Cytochrome c oxidase subunit 2|taxID:6239
PF00116	P24986|reviewed|Cytochrome c oxidase subunit 2|taxID:9770
PF00116	P24987|reviewed|Cytochrome c oxidase subunit 2|taxID:7962
PF00116	P24988|reviewed|Cytochrome c oxidase subunit 2|taxID:10058
PF00116	P25002|reviewed|Cytochrome c oxidase subunit 2|taxID:7612
PF00116	P25312|reviewed|Cytochrome c oxidase subunit 2|taxID:9590
PF00116	P26455|reviewed|Cytochrome c oxidase subunit 2|taxID:9534
PF00116	P26456|reviewed|Cytochrome c oxidase subunit 2|taxID:9595
PF00116	P26457|reviewed|Cytochrome c oxidase subunit 2|taxID:9597
PF00116	P26857|reviewed|Cytochrome c oxidase subunit 2|taxID:3197
PF00116	P27168|reviewed|Cytochrome c oxidase subunit 2|taxID:4039
PF00116	P29163|reviewed|Cytochrome c oxidase subunit 2|taxID:4754
PF00116	P29856|reviewed|Cytochrome c oxidase subunit 2|taxID:7216
PF00116	P29859|reviewed|Cytochrome c oxidase subunit 2|taxID:7218
PF00116	P29860|reviewed|Cytochrome c oxidase subunit 2|taxID:7251
PF00116	P29865|reviewed|Cytochrome c oxidase subunit 2|taxID:7241
PF00116	P29870|reviewed|Cytochrome c oxidase subunit 2|taxID:6997
PF00116	P29871|reviewed|Cytochrome c oxidase subunit 2|taxID:7084
PF00116	P29872|reviewed|Cytochrome c oxidase subunit 2|taxID:7515
PF00116	P29873|reviewed|Cytochrome c oxidase subunit 2|taxID:7412
PF00116	P29874|reviewed|Cytochrome c oxidase subunit 2|taxID:7137
PF00116	P29875|reviewed|Cytochrome c oxidase subunit 2|taxID:7483
PF00116	P29876|reviewed|Cytochrome c oxidase subunit 2|taxID:7536
PF00116	P29877|reviewed|Cytochrome c oxidase subunit 2|taxID:6978
PF00116	P29878|reviewed|Cytochrome c oxidase subunit 2|taxID:7010
PF00116	P29879|reviewed|Cytochrome c oxidase subunit 2|taxID:7046
PF00116	P29880|reviewed|Cytochrome c oxidase subunit 2|taxID:6969
PF00116	P29881|reviewed|Cytochrome c oxidase subunit 2|taxID:7503
PF00116	P32646|reviewed|Cytochrome c oxidase subunit 2, mitochondrial|taxID:3917
PF00116	P33505|reviewed|Cytochrome c oxidase subunit 2|taxID:7166
PF00116	P34189|reviewed|Cytochrome c oxidase subunit 2|taxID:7980
PF00116	P34840|reviewed|Cytochrome c oxidase subunit 2|taxID:7165
PF00116	P34957|reviewed|Quinol oxidase subunit 2|taxID:224308
PF00116	P38596|reviewed|Cytochrome c oxidase subunit 2|taxID:9711
PF00116	P41294|reviewed|Cytochrome c oxidase subunit 2|taxID:9771
PF00116	P41311|reviewed|Cytochrome c oxidase subunit 2|taxID:9267
PF00116	P43369|reviewed|Cytochrome c oxidase subunit 2|taxID:37662
PF00116	P43370|reviewed|Cytochrome c oxidase subunit 2|taxID:13368
PF00116	P43372|reviewed|Cytochrome c oxidase subunit 2|taxID:13370
PF00116	P43373|reviewed|Cytochrome c oxidase subunit 2|taxID:284593
PF00116	P43374|reviewed|Cytochrome c oxidase subunit 2|taxID:5007
PF00116	P43375|reviewed|Cytochrome c oxidase subunit 2|taxID:13502
PF00116	P43376|reviewed|Cytochrome c oxidase subunit 2|taxID:559295
PF00116	P43377|reviewed|Cytochrome c oxidase subunit 2|taxID:34358
PF00116	P47918|reviewed|Cytochrome c oxidase subunit 2|taxID:1004253
PF00116	P48171|reviewed|Cytochrome c oxidase subunit 2|taxID:8022
PF00116	P48660|reviewed|Cytochrome c oxidase subunit 2|taxID:9796
PF00116	P48869|reviewed|Cytochrome c oxidase subunit 2|taxID:2769
PF00116	P48870|reviewed|Cytochrome c oxidase subunit 2|taxID:2771
PF00116	P48871|reviewed|Cytochrome c oxidase subunit 2|taxID:1156965
PF00116	P48889|reviewed|Cytochrome c oxidase subunit 2|taxID:42349
PF00116	P48890|reviewed|Cytochrome c oxidase subunit 2|taxID:9685
PF00116	P50253|reviewed|Cytochrome c oxidase subunit 2|taxID:7240
PF00116	P50267|reviewed|Cytochrome c oxidase subunit 2|taxID:7463
PF00116	P50268|reviewed|Cytochrome c oxidase subunit 2|taxID:7468
PF00116	P50653|reviewed|Ubiquinol oxidase subunit 2|taxID:435
PF00116	P50661|reviewed|Cytochrome c oxidase subunit 2|taxID:9495
PF00116	P50662|reviewed|Cytochrome c oxidase subunit 2|taxID:37441
PF00116	P50666|reviewed|Cytochrome c oxidase subunit 2|taxID:8855
PF00116	P50667|reviewed|Cytochrome c oxidase subunit 2|taxID:9823
PF00116	P50672|reviewed|Cytochrome c oxidase subunit 2|taxID:37436
PF00116	P50673|reviewed|Cytochrome c oxidase subunit 2|taxID:10129
PF00116	P50675|reviewed|Cytochrome c oxidase subunit 2|taxID:9970
PF00116	P50678|reviewed|Cytochrome c oxidase subunit 2|taxID:27596
PF00116	P50679|reviewed|Cytochrome c oxidase subunit 2|taxID:37172
PF00116	P50680|reviewed|Cytochrome c oxidase subunit 2|taxID:69307
PF00116	P50683|reviewed|Cytochrome c oxidase subunit 2|taxID:37548
PF00116	P50684|reviewed|Cytochrome c oxidase subunit 2|taxID:93934
PF00116	P50685|reviewed|Cytochrome c oxidase subunit 2|taxID:37549
PF00116	P50686|reviewed|Cytochrome c oxidase subunit 2|taxID:482537
PF00116	P50687|reviewed|Cytochrome c oxidase subunit 2|taxID:9361
PF00116	P50688|reviewed|Cytochrome c oxidase subunit 2|taxID:9465
PF00116	P50689|reviewed|Cytochrome c oxidase subunit 2|taxID:10177
PF00116	P50690|reviewed|Cytochrome c oxidase subunit 2|taxID:9598
PF00116	P50691|reviewed|Cytochrome c oxidase subunit 2|taxID:30640
PF00116	P50692|reviewed|Cytochrome c oxidase subunit 2|taxID:7159
PF00116	P50693|reviewed|Cytochrome c oxidase subunit 2|taxID:7176
PF00116	P57544|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:107806
PF00116	P63855|reviewed|Cytochrome c oxidase subunit 2|taxID:233413
PF00116	P67780|reviewed|Cytochrome c oxidase subunit 2|taxID:9615
PF00116	P67781|reviewed|Cytochrome c oxidase subunit 2|taxID:9614
PF00116	P67782|reviewed|Cytochrome c oxidase subunit 2|taxID:9612
PF00116	P67795|reviewed|Cytochrome c oxidase subunit 2|taxID:7254
PF00116	P67796|reviewed|Cytochrome c oxidase subunit 2|taxID:7259
PF00116	P67797|reviewed|Cytochrome c oxidase subunit 2|taxID:7229
PF00116	P67798|reviewed|Cytochrome c oxidase subunit 2|taxID:7234
PF00116	P67799|reviewed|Cytochrome c oxidase subunit 2|taxID:46245
PF00116	P68294|reviewed|Cytochrome c oxidase subunit 2|taxID:9906
PF00116	P68295|reviewed|Cytochrome c oxidase subunit 2|taxID:9904
PF00116	P68296|reviewed|Cytochrome c oxidase subunit 2|taxID:9902
PF00116	P68297|reviewed|Cytochrome c oxidase subunit 2|taxID:9555
PF00116	P68298|reviewed|Cytochrome c oxidase subunit 2|taxID:9557
PF00116	P68530|reviewed|Cytochrome c oxidase subunit 2|taxID:9913
PF00116	P68553|reviewed|Cytochrome c oxidase subunit 2|taxID:9915
PF00116	P68554|reviewed|Cytochrome c oxidase subunit 2|taxID:30521
PF00116	P84201|reviewed|Cytochrome c oxidase subunit 2|taxID:7247
PF00116	P84202|reviewed|Cytochrome c oxidase subunit 2|taxID:7248
PF00116	P84287|reviewed|Cytochrome c oxidase subunit 2|taxID:7249
PF00116	P84288|reviewed|Cytochrome c oxidase subunit 2|taxID:7141
PF00116	P84289|reviewed|Cytochrome c oxidase subunit 2|taxID:27541
PF00116	P84290|reviewed|Cytochrome c oxidase subunit 2|taxID:27542
PF00116	P92478|reviewed|Cytochrome c oxidase subunit 2|taxID:9793
PF00116	P92662|reviewed|Cytochrome c oxidase subunit 2|taxID:9319
PF00116	P92693|reviewed|Cytochrome c oxidase subunit 2|taxID:9601
PF00116	P93285|reviewed|Cytochrome c oxidase subunit 2|taxID:3702
PF00116	P98012|reviewed|Cytochrome c oxidase subunit 2|taxID:161934
PF00116	P98019|reviewed|Cytochrome c oxidase subunit 2|taxID:8839
PF00116	P98020|reviewed|Cytochrome c oxidase subunit 2|taxID:9532
PF00116	P98021|reviewed|Cytochrome c oxidase subunit 2|taxID:7192
PF00116	P98023|reviewed|Cytochrome c oxidase subunit 2|taxID:5693
PF00116	P98024|reviewed|Cytochrome c oxidase subunit 2|taxID:30589
PF00116	P98025|reviewed|Cytochrome c oxidase subunit 2|taxID:2911890
PF00116	P98027|reviewed|Cytochrome c oxidase subunit 2|taxID:9460
PF00116	P98030|reviewed|Cytochrome c oxidase subunit 2|taxID:27543
PF00116	P98031|reviewed|Cytochrome c oxidase subunit 2|taxID:32534
PF00116	P98032|reviewed|Cytochrome c oxidase subunit 2|taxID:31869
PF00116	P98033|reviewed|Cytochrome c oxidase subunit 2|taxID:30602
PF00116	P98034|reviewed|Cytochrome c oxidase subunit 2|taxID:13557
PF00116	P98035|reviewed|Cytochrome c oxidase subunit 2|taxID:9447
PF00116	P98036|reviewed|Cytochrome c oxidase subunit 2|taxID:9519
PF00116	P98037|reviewed|Cytochrome c oxidase subunit 2|taxID:9568
PF00116	P98038|reviewed|Cytochrome c oxidase subunit 2|taxID:9544
PF00116	P98039|reviewed|Cytochrome c oxidase subunit 2|taxID:9470
PF00116	P98042|reviewed|Cytochrome c oxidase subunit 2|taxID:30601
PF00116	P98043|reviewed|Cytochrome c oxidase subunit 2|taxID:9477
PF00116	P98044|reviewed|Cytochrome c oxidase subunit 2|taxID:9565
PF00116	P98046|reviewed|Cytochrome c oxidase subunit 2|taxID:1868482
PF00116	P98047|reviewed|Cytochrome c oxidase subunit 2|taxID:9455
PF00116	P98048|reviewed|Cytochrome c oxidase subunit 2|taxID:33466
PF00116	P98049|reviewed|Cytochrome c oxidase subunit 2|taxID:9986
PF00116	P98052|reviewed|Cytochrome c oxidase subunit 2|taxID:274
PF00116	P98053|reviewed|Alternative cytochrome c oxidase subunit 2|taxID:224911
PF00116	P98054|reviewed|Cytochrome c oxidase subunit 2|taxID:32053
PF00116	P9WP68|reviewed|Cytochrome c oxidase subunit 2|taxID:83331
PF00116	P9WP69|reviewed|Cytochrome c oxidase subunit 2|taxID:83332
PF00116	Q00227|reviewed|Cytochrome c oxidase subunit 2|taxID:6550
PF00116	Q00528|reviewed|Cytochrome c oxidase subunit 2|taxID:9720
PF00116	Q01556|reviewed|Cytochrome c oxidase subunit 2|taxID:5551
PF00116	Q02212|reviewed|Cytochrome c oxidase subunit 2|taxID:4788
PF00116	Q02226|reviewed|Cytochrome c oxidase subunit 2, mitochondrial|taxID:3847
PF00116	Q03438|reviewed|Cytochrome c oxidase subunit 2|taxID:2334
PF00116	Q03736|reviewed|Cytochrome c oxidase subunit 2|taxID:1063
PF00116	Q04441|reviewed|Cytochrome c oxidase subunit 2|taxID:398511
PF00116	Q06474|reviewed|Cytochrome c oxidase subunit 2|taxID:1111708
PF00116	Q09334|reviewed|Cytochrome c oxidase subunit 2|taxID:27820
PF00116	Q0H8Y7|reviewed|Cytochrome c oxidase subunit 2|taxID:5270
PF00116	Q1RI44|reviewed|Probable cytochrome c oxidase subunit 2|taxID:336407
PF00116	Q2I3H1|reviewed|Cytochrome c oxidase subunit 2|taxID:9783
PF00116	Q2LCQ6|reviewed|Cytochrome c oxidase subunit 1+2|taxID:361072
PF00116	Q2Y0B9|reviewed|Cytochrome c oxidase subunit 2|taxID:9646
PF00116	Q37369|reviewed|Cytochrome c oxidase subunit 2|taxID:9891
PF00116	Q37370|reviewed|Cytochrome c oxidase subunit 1+2|taxID:5755
PF00116	Q37411|reviewed|Cytochrome c oxidase subunit 2|taxID:7594
PF00116	Q37416|reviewed|Cytochrome c oxidase subunit 2|taxID:9901
PF00116	Q37419|reviewed|Cytochrome c oxidase subunit 2|taxID:9917
PF00116	Q37430|reviewed|Cytochrome c oxidase subunit 2|taxID:9925
PF00116	Q37440|reviewed|Cytochrome c oxidase subunit 2|taxID:662561
PF00116	Q37472|reviewed|Cytochrome c oxidase subunit 2|taxID:499232
PF00116	Q37476|reviewed|Cytochrome c oxidase subunit 2|taxID:49440
PF00116	Q37545|reviewed|Cytochrome c oxidase subunit 2|taxID:6398
PF00116	Q37547|reviewed|Cytochrome c oxidase subunit 2|taxID:37438
PF00116	Q37548|reviewed|Cytochrome c oxidase subunit 2|taxID:9419
PF00116	Q37595|reviewed|Cytochrome c oxidase subunit 2|taxID:37443
PF00116	Q37596|reviewed|Cytochrome c oxidase subunit 2|taxID:9423
PF00116	Q37604|reviewed|Cytochrome c oxidase subunit 2|taxID:7757
PF00116	Q37605|reviewed|Cytochrome c oxidase subunit 2|taxID:9600
PF00116	Q37643|reviewed|Cytochrome c oxidase subunit 2|taxID:49443
PF00116	Q37649|reviewed|Cytochrome c oxidase subunit 2|taxID:9408
PF00116	Q37677|reviewed|Cytochrome c oxidase subunit 2|taxID:8030
PF00116	Q37684|reviewed|Cytochrome c oxidase subunit 2|taxID:9395
PF00116	Q37685|reviewed|Cytochrome c oxidase subunit 2|taxID:9947
PF00116	Q37691|reviewed|Cytochrome c oxidase subunit 2|taxID:49445
PF00116	Q37706|reviewed|Cytochrome c oxidase subunit 2|taxID:6661
PF00116	Q37718|reviewed|Cytochrome c oxidase subunit 2|taxID:9258
PF00116	Q37741|reviewed|Cytochrome c oxidase subunit 2|taxID:8049
PF00116	Q38PR9|reviewed|Cytochrome c oxidase subunit 2|taxID:37349
PF00116	Q38RU1|reviewed|Cytochrome c oxidase subunit 2|taxID:209873
PF00116	Q38RU4|reviewed|Cytochrome c oxidase subunit 2|taxID:36800
PF00116	Q38RU7|reviewed|Cytochrome c oxidase subunit 2|taxID:83761
PF00116	Q38RV3|reviewed|Cytochrome c oxidase subunit 2|taxID:238000
PF00116	Q38RV6|reviewed|Cytochrome c oxidase subunit 2|taxID:121573
PF00116	Q38RW5|reviewed|Cytochrome c oxidase subunit 2|taxID:209869
PF00116	Q38RW8|reviewed|Cytochrome c oxidase subunit 2|taxID:243070
PF00116	Q38RX1|reviewed|Cytochrome c oxidase subunit 2|taxID:209866
PF00116	Q38RY0|reviewed|Cytochrome c oxidase subunit 2|taxID:332668
PF00116	Q38RY6|reviewed|Cytochrome c oxidase subunit 2|taxID:332666
PF00116	Q38RY9|reviewed|Cytochrome c oxidase subunit 2|taxID:69081
PF00116	Q38RZ2|reviewed|Cytochrome c oxidase subunit 2|taxID:332665
PF00116	Q38RZ7|reviewed|Cytochrome c oxidase subunit 2|taxID:112226
PF00116	Q38S00|reviewed|Cytochrome c oxidase subunit 2|taxID:69073
PF00116	Q38S02|reviewed|Cytochrome c oxidase subunit 2|taxID:54111
PF00116	Q38S05|reviewed|Cytochrome c oxidase subunit 2|taxID:81935
PF00116	Q38S08|reviewed|Cytochrome c oxidase subunit 2|taxID:209855
PF00116	Q38S11|reviewed|Cytochrome c oxidase subunit 2|taxID:71162
PF00116	Q38S14|reviewed|Cytochrome c oxidase subunit 2|taxID:332664
PF00116	Q38S17|reviewed|Cytochrome c oxidase subunit 2|taxID:10127
PF00116	Q38S20|reviewed|Cytochrome c oxidase subunit 2|taxID:83759
PF00116	Q38S23|reviewed|Cytochrome c oxidase subunit 2|taxID:234628
PF00116	Q38S26|reviewed|Cytochrome c oxidase subunit 2|taxID:61157
PF00116	Q38S29|reviewed|Cytochrome c oxidase subunit 2|taxID:105299
PF00116	Q38S35|reviewed|Cytochrome c oxidase subunit 2|taxID:100382
PF00116	Q38S38|reviewed|Cytochrome c oxidase subunit 2|taxID:332661
PF00116	Q38S41|reviewed|Cytochrome c oxidase subunit 2|taxID:472707
PF00116	Q38S47|reviewed|Cytochrome c oxidase subunit 2|taxID:51348
PF00116	Q38S50|reviewed|Cytochrome c oxidase subunit 2|taxID:60745
PF00116	Q38S53|reviewed|Cytochrome c oxidase subunit 2|taxID:163696
PF00116	Q38S56|reviewed|Cytochrome c oxidase subunit 2|taxID:410303
PF00116	Q38S59|reviewed|Cytochrome c oxidase subunit 2|taxID:37435
PF00116	Q38S62|reviewed|Cytochrome c oxidase subunit 2|taxID:298880
PF00116	Q38S65|reviewed|Cytochrome c oxidase subunit 2|taxID:298896
PF00116	Q3L6W7|reviewed|Cytochrome c oxidase subunit 2|taxID:9649
PF00116	Q3T4C0|reviewed|Cytochrome c oxidase subunit 2|taxID:1213189
PF00116	Q49WI4|reviewed|Probable quinol oxidase subunit 2|taxID:342451
PF00116	Q4JQI4|reviewed|Cytochrome c oxidase subunit 2|taxID:99883
PF00116	Q4L565|reviewed|Probable quinol oxidase subunit 2|taxID:279808
PF00116	Q4ULU3|reviewed|Probable cytochrome c oxidase subunit 2|taxID:315456
PF00116	Q539C6|reviewed|Cytochrome c oxidase subunit 2|taxID:9629
PF00116	Q599A0|reviewed|Cytochrome c oxidase subunit 2|taxID:9768
PF00116	Q5SJ80|reviewed|Cytochrome c oxidase subunit 2|taxID:300852
PF00116	Q5YZ37|reviewed|Probable cytochrome c oxidase subunit 2|taxID:247156
PF00116	Q6NG98|reviewed|Cytochrome c oxidase subunit 2|taxID:257309
PF00116	Q73YL5|reviewed|Probable cytochrome c oxidase subunit 2|taxID:262316
PF00116	Q7IC90|reviewed|Cytochrome c oxidase subunit 2|taxID:57175
PF00116	Q7IKU8|reviewed|Cytochrome c oxidase subunit 2|taxID:143351
PF00116	Q7IZ01|reviewed|Cytochrome c oxidase subunit 2|taxID:123789
PF00116	Q7IZ08|reviewed|Cytochrome c oxidase subunit 2|taxID:123787
PF00116	Q7IZ11|reviewed|Cytochrome c oxidase subunit 2|taxID:45467
PF00116	Q7IZ14|reviewed|Cytochrome c oxidase subunit 2|taxID:3370376
PF00116	Q7IZ15|reviewed|Cytochrome c oxidase subunit 2|taxID:45466
PF00116	Q7IZ16|reviewed|Cytochrome c oxidase subunit 2|taxID:3370375
PF00116	Q7IZ21|reviewed|Cytochrome c oxidase subunit 2|taxID:64679
PF00116	Q7J6G2|reviewed|Cytochrome c oxidase subunit 2|taxID:68734
PF00116	Q7J6G4|reviewed|Cytochrome c oxidase subunit 2|taxID:68722
PF00116	Q7YFV7|reviewed|Cytochrome c oxidase subunit 2|taxID:284811
PF00116	Q82AL0|reviewed|Probable cytochrome c oxidase subunit 2|taxID:227882
PF00116	Q85TA0|reviewed|Cytochrome c oxidase subunit 2|taxID:7246
PF00116	Q89AA3|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:224915
PF00116	Q8FNQ7|reviewed|Cytochrome c oxidase subunit 2|taxID:196164
PF00116	Q8FX16|reviewed|Nitrous-oxide reductase|taxID:204722
PF00116	Q8HEC3|reviewed|Cytochrome c oxidase subunit 2|taxID:6238
PF00116	Q8K993|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:198804
PF00116	Q8NNK2|reviewed|Cytochrome c oxidase subunit 2|taxID:196627
PF00116	Q8SEM9|reviewed|Cytochrome c oxidase subunit 2|taxID:31234
PF00116	Q8W9N3|reviewed|Cytochrome c oxidase subunit 2|taxID:29137
PF00116	Q8YBC6|reviewed|Nitrous-oxide reductase|taxID:224914
PF00116	Q92I65|reviewed|Probable cytochrome c oxidase subunit 2|taxID:272944
PF00116	Q96127|reviewed|Cytochrome c oxidase subunit 2|taxID:9580
PF00116	Q96183|reviewed|Cytochrome c oxidase subunit 2|taxID:49895
PF00116	Q96190|reviewed|Cytochrome c oxidase subunit 2|taxID:9809
PF00116	Q9B6D5|reviewed|Cytochrome c oxidase subunit 2|taxID:284591
PF00116	Q9B8D8|reviewed|Cytochrome c oxidase subunit 2|taxID:237561
PF00116	Q9CCF1|reviewed|Probable cytochrome c oxidase subunit 2|taxID:272631
PF00116	Q9G0U1|reviewed|Cytochrome c oxidase subunit 2|taxID:123795
PF00116	Q9G185|reviewed|Cytochrome c oxidase subunit 2|taxID:123796
PF00116	Q9G1N5|reviewed|Cytochrome c oxidase subunit 2|taxID:123793
PF00116	Q9G2X2|reviewed|Cytochrome c oxidase subunit 2|taxID:7769
PF00116	Q9G5S9|reviewed|Cytochrome c oxidase subunit 2|taxID:123791
PF00116	Q9GCE7|reviewed|Cytochrome c oxidase subunit 2|taxID:342807
PF00116	Q9HYL2|reviewed|Nitrous-oxide reductase|taxID:208964
PF00116	Q9I427|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:208964
PF00116	Q9MIY7|reviewed|Cytochrome c oxidase subunit 2|taxID:7955
PF00116	Q9TA26|reviewed|Cytochrome c oxidase subunit 2|taxID:9785
PF00116	Q9WWR1|reviewed|Cytochrome bo(3) ubiquinol oxidase subunit 2|taxID:303
PF00116	Q9X814|reviewed|Probable cytochrome c oxidase subunit 2|taxID:100226
PF00116	Q9XLW8|reviewed|Cytochrome c oxidase subunit 2|taxID:226302
PF00116	Q9YDX7|reviewed|Heme-copper oxidase subunit 2|taxID:272557
